"price","sqft","bedrooms","baths","age","pool","style","fireplace","waterfront","dom"
277900,3840,4,2,1,0,7,1,0,11
176900,1833,3,2,1,0,7,0,1,319
143100,2214,3,2,1,0,7,1,0,224
124000,1870,3,2,5,0,7,1,0,125
375500,3841,4,3,2,0,7,1,1,119
216000,2847,4,3,1,0,7,1,0,123
215000,1947,3,2,1,0,7,1,0,667
155000,2290,3,2,2,0,7,1,0,76
182500,2500,3,2,5,0,7,1,0,52
382000,3942,5,4,5,0,7,1,1,50
170000,2482,3,2,1,0,7,1,0,235
142500,2171,3,2,2,0,7,1,0,33
286000,3159,4,3,1,0,7,1,0,30
220000,2564,4,2,2,0,7,1,0,62
146280,2370,3,2,2,0,7,1,0,70
209900,2879,4,2,1,0,7,1,0,121
169500,2482,3,2,1,0,7,1,0,0
300000,3611,5,3,1,0,7,1,0,294
338500,3777,4,3,1,0,7,1,0,95
197800,2926,4,2,1,0,7,1,0,52
182000,2777,4,2,1,0,7,1,0,221
315000,3200,4,4,2,0,7,1,0,52
360000,4605,4,3,5,0,7,1,0,78
235500,2970,4,2,13,0,7,1,0,21
236000,2537,3,2,2,0,7,1,1,161
226900,3498,3,2,2,0,7,1,0,157
161900,1643,3,2,1,0,7,1,1,7
228500,2737,5,3,2,0,7,1,0,133
228900,4062,4,3,1,0,7,0,0,113
206900,2694,3,2,2,0,7,1,0,115
291000,3304,4,2,1,0,7,1,0,109
168750,2298,3,2,5,0,7,1,0,16
228000,3005,4,3,2,0,7,1,1,156
245900,2540,4,2,5,0,7,1,0,50
418880,4146,4,3,1,0,7,0,0,0
270000,4561,4,3,8,0,7,1,0,442
167900,2370,3,2,1,0,7,1,0,257
201700,2856,4,3,1,0,7,1,1,316
128800,1498,4,2,8,1,7,1,0,51
213500,2815,3,2,5,0,7,1,0,66
198000,2579,4,2,2,0,7,1,0,20
204200,2505,3,2,1,0,7,1,0,187
212000,2109,3,2,2,0,7,1,0,55
244500,2937,4,3,2,0,7,1,1,108
196900,3018,3,2,2,0,7,1,0,186
284000,3558,4,3,2,0,7,1,0,2
445500,4559,4,4,1,0,7,1,1,38
181000,2616,4,2,1,0,7,1,0,42
195000,2851,4,2,8,0,7,1,0,112
214000,1923,3,2,2,0,7,1,0,25
272000,3366,4,3,1,0,7,1,0,26
119600,1239,2,1,45,0,8,0,0,540
63500,1488,3,2,25,0,8,0,0,330
50000,735,2,1,35,0,8,0,0,79
120000,1955,2,1,63,0,8,1,0,9
84000,1040,3,2,5,0,8,0,0,87
119900,1587,3,2,8,0,8,1,0,52
401000,5017,4,4,45,0,8,1,0,3
125000,2451,3,2,63,0,8,0,0,1
72000,1175,3,1,25,0,8,0,0,68
114000,1297,2,1,80,0,8,0,0,26
124000,2195,3,2,45,0,8,1,0,20
43500,1363,2,1,63,0,8,0,0,161
100000,1500,2,1,63,0,8,0,0,3
24000,838,2,1,45,0,8,0,0,8
27000,1008,2,1,63,0,8,0,0,8
53000,1139,2,1,45,0,8,0,0,31
135000,1277,1,1,63,0,8,0,0,140
93700,2069,3,2,25,0,8,1,0,77
116500,1742,2,1,63,0,8,1,0,17
60000,1163,2,1,25,0,8,0,0,6
40001,2334,2,1,35,0,8,0,0,92
135000,1189,2,1,63,0,8,0,0,26
150000,2000,3,1,80,0,8,0,0,0
30000,1241,3,1,45,0,8,0,0,28
135000,2379,3,2,63,0,8,0,0,219
149000,2107,3,2,63,0,8,0,0,4
119900,1152,2,1,45,0,8,0,0,17
124000,2136,3,2,80,0,8,1,0,154
94900,1420,3,2,1,0,8,0,0,9
84000,1631,4,2,5,0,8,0,0,36
169000,2314,3,2,25,0,8,1,1,191
51900,1268,2,1,45,0,8,0,0,8
159000,1918,3,2,80,0,8,0,0,0
150000,2248,3,2,80,0,8,0,0,247
30000,1305,3,1,35,0,8,0,0,209
61000,1392,2,1,35,0,8,0,0,5
128500,1267,2,2,63,0,8,0,0,47
175000,2445,3,2,63,0,8,1,0,9
71500,1765,3,2,45,0,8,0,0,154
230777,2400,2,1,45,0,8,1,0,10
38300,1488,4,2,63,0,8,0,0,29
59000,1744,4,2,25,0,8,0,0,28
35500,1385,3,1,35,0,8,0,0,25
52500,1425,2,1,35,0,8,0,0,28
156700,1722,3,2,1,0,8,0,1,22
237000,2629,3,2,63,0,8,1,0,413
69000,1364,3,1,45,0,8,0,0,7
130400,1688,3,2,45,0,8,0,0,10
236500,2751,3,2,63,0,8,1,0,28
72500,1582,3,1,35,0,8,0,0,34
180000,1537,3,2,45,0,8,1,0,23
161000,1380,3,2,80,0,8,1,0,10
129000,3128,4,2,45,0,8,1,0,6
74900,1710,3,3,45,0,8,0,0,7
81500,1119,3,1,35,0,8,1,0,49
172500,1472,3,2,63,0,8,1,0,16
255000,3074,3,2,8,0,8,0,1,14
101500,1615,3,2,5,0,8,1,0,125
131000,2330,3,2,8,0,8,1,0,262
290000,1844,4,2,35,0,8,0,1,728
83500,1442,3,2,8,0,8,0,0,26
240000,2505,4,2,8,0,10,1,0,15
95000,1826,3,2,25,0,10,1,0,174
141000,2276,3,2,8,0,10,1,0,8
1260000,7249,5,5,35,0,10,1,0,107
113857,2057,3,2,25,0,10,1,0,104
113000,2800,3,2,25,0,10,1,0,0
64900,1033,2,1,63,0,10,0,0,8
129500,2246,3,2,2,0,10,1,0,150
152500,1320,2,2,2,0,10,0,0,11
66000,3580,4,2,80,0,10,1,0,0
575000,5956,5,4,8,1,10,1,1,5
25000,1579,3,1,35,0,10,0,0,3
132000,2616,3,2,45,0,10,0,0,97
228000,3737,3,2,2,0,10,1,0,77
295000,7790,5,3,18,0,10,1,0,119
161000,2704,3,2,8,0,10,1,0,86
205900,3460,4,3,8,0,10,1,0,40
149000,2967,4,3,13,1,11,1,0,62
215000,4919,4,3,1,0,11,0,0,74
96000,1640,3,2,2,0,11,0,0,49
105000,1724,3,2,5,0,11,1,0,2
104000,1514,3,2,5,0,11,0,0,49
160000,2766,3,2,63,0,11,0,0,89
142500,2693,3,2,8,0,11,1,0,9
146000,3947,4,2,25,1,11,1,0,105
130000,2905,3,2,25,0,11,0,0,17
254250,4222,4,3,25,0,11,1,0,20
124000,1912,3,2,18,0,11,1,0,7
105000,1368,3,2,5,0,11,1,0,35
118650,1666,3,2,13,0,11,1,0,50
177500,3020,3,2,13,0,11,1,0,48
108000,1681,3,2,5,0,11,1,1,4
168000,2985,3,2,8,0,11,1,0,128
152400,2534,4,2,25,0,11,1,0,9
114500,1874,3,2,8,0,11,1,0,48
111000,1487,3,2,13,0,11,1,0,55
127820,2019,3,2,2,0,11,1,0,83
116500,2297,3,2,25,0,11,1,0,12
108900,1755,3,2,8,0,11,1,0,5
34000,662,2,1,25,0,11,0,1,323
311000,3955,3,2,18,0,11,0,0,32
185000,4599,5,3,13,1,11,1,0,293
344900,3990,4,2,13,0,11,1,0,3
129000,1907,3,2,25,0,11,1,0,28
210000,3069,4,2,8,0,11,1,0,50
123808,3148,5,2,25,0,11,0,0,13
51000,1744,4,1,45,0,11,0,0,9
150000,2562,3,2,18,0,11,1,0,123
130000,2172,3,2,18,0,11,1,0,25
374000,6203,7,4,25,1,11,1,0,28
184000,2028,3,2,8,0,11,1,0,21
108000,2418,3,2,13,0,11,1,0,7
114900,3195,3,2,25,1,11,1,0,63
172000,2603,3,2,8,0,11,1,0,126
195000,4110,4,2,25,0,11,0,0,32
31900,1993,3,2,80,0,11,0,0,18
165000,3251,3,2,2,0,11,0,0,5
115000,1998,3,2,5,0,11,1,0,14
177000,2875,3,2,25,0,11,1,0,14
195000,3348,3,2,2,0,11,1,1,126
120000,1684,3,2,18,0,11,1,0,10
161500,2936,4,2,25,0,11,1,0,60
185000,3479,4,2,35,0,11,1,0,76
227500,3147,4,2,8,0,11,1,1,3
202500,2650,4,3,8,1,11,0,0,72
104000,1488,3,1,63,0,11,0,0,93
195900,4000,4,3,8,1,11,1,1,77
288500,2660,3,2,35,0,11,0,0,6
142500,2212,3,2,5,0,11,1,0,56
152000,1588,4,2,5,0,11,0,0,0
52000,960,3,1,35,0,11,0,0,19
193000,3086,4,2,8,0,11,1,0,19
164000,2456,4,2,8,0,11,1,0,42
124500,2255,3,2,18,0,11,1,0,180
117000,1994,3,2,25,0,11,1,0,13
89900,1712,2,2,18,0,11,1,0,44
122000,2315,3,2,13,0,11,1,0,21
125000,2092,3,2,2,0,11,1,0,2
125000,2238,3,2,18,0,11,1,1,27
122900,2570,3,2,13,1,11,0,0,7
162000,1949,3,2,63,0,11,0,0,25
82000,1256,3,2,8,0,11,0,0,4
435000,3046,4,4,13,1,11,1,0,87
332694,4988,4,2,18,1,11,1,0,9
41000,1296,2,1,45,0,11,0,0,23
266900,5140,3,3,8,0,11,1,0,89
170000,3112,3,2,13,0,11,1,0,41
320000,4500,4,2,18,0,11,1,0,57
158500,3213,4,2,35,0,11,1,0,49
122570,2853,5,3,25,0,11,1,0,34
112900,1272,3,2,5,0,11,0,0,9
143500,2168,3,2,18,0,11,1,0,0
105900,1655,3,2,5,0,11,0,0,7
105000,1962,3,2,18,0,11,1,0,16
114900,1918,3,2,2,0,11,0,0,49
160000,2410,3,2,2,0,11,0,0,72
172600,3594,4,3,13,0,11,1,0,48
323000,4497,4,2,8,1,11,1,0,114
138000,2630,4,2,13,0,11,0,0,126
88500,1317,3,1,8,0,11,1,0,63
136000,2791,3,2,18,1,11,1,0,39
150000,2680,3,2,25,1,11,1,0,9
92000,1350,3,2,8,0,11,1,0,74
118000,2492,3,2,18,0,11,1,0,17
126000,1404,3,2,2,0,11,1,0,96
320000,4411,4,3,5,0,11,1,1,12
190000,2635,4,2,8,0,11,1,1,70
123000,1484,3,2,18,0,11,1,0,20
124600,1956,3,2,25,0,11,0,0,59
1280000,7086,5,3,13,1,11,1,1,4
295000,3729,4,3,8,0,11,1,0,47
